,ComplaintTrain,ComplaintTrainLabel,EmotionTrain,EmotionTrainLabel,SentimentTrain,SentimentTrainLabel,SarcasmTrain,SarcasmTrainLabel
1467,i just drove by . really large cement chunks from the freeway .,0,another shocking development ; the mfl is malfunctioning leaving commuters stranded and frustrated,0,come on john just admit you pranked her,2,what about the dog s bollocks ?,0
1468,cancellation attempts exceeded ? ! ? but then no rides nearby ! wow just wow !,1,any update on this ? every time that ad appears your scrolling stutters and i read a different paper . and it appears a lot,4,. but what about between 5 and 9 pm ? please reconsider on your next flyer ! ! no arby s will be purchased until resolved ! ! 3 3,2,me af,0
1469,can you buy this one ?,0,not sure if those are official names for dress but here is image of it . i really want to find it somewhere !,3,what s the best place to watch ? !,2,we made popcorn and together and i still do not know if it is real,0
1470,it is jackson hole wyoming !,0,at the guac theater you get to pick your seat and the movie you want to watch so check it out ! put some guac on t,2,vote for noah ! voicesavenoah,1,people throw the term himbo around a lot but . . zack fair is the epitome of it,0
1471,happy turkey day ! !,0,what is your policy on false advertising regarding sale items ? i was refused a sale in westfield due to a company error on pricing,4,anyone on iphonex have a weird line on the top of their app ?,1,please go watch this whole live,0
1472,hp envy 4500 help please hppsdr ijkhelp,0,i want mcdonalds,3,preds 0 10 when trailing going into the 3rd . .,1,hot take conspiracy theory steinbrenner was such an asshole to cashman that cashman has vowed to run the franchise into the ground to punish the boss family for the sins of their father . send tweet,1
1473,policy to change a flight is ridiculous,1,loyal customer for 20 years . not loyal anymore . really disappointed n disheartened ! !,0,my job was supposed to call me last week about my first schedule but they didn t so,1,remember everything is part of a giant somehow unprovable but omnipresent conspiracy to prevent the market doing what it has been meant to do since 2008 namely keep going down .,1
1474,unfortunately for you your constituents are not blind to what the taxscambill really means . unfortu,0,old jolt was 12 ounce cans at 71 . 2 mg so i have read . if new jolt is 16 ounce cans,3,is gigabit available in 23139 ?,1,90 day muslim ban passes day 1 00,1
1475,i have dm d you the transcript . kindly check it,0,newsteam aasseemmble,3,has three pillows lays on my own arm instead,1,sounds like urban is the perfect human being . never made a mistake in his life ran 4 totally clean programs a 100 graduation rate players never get in trouble . he only has one blemish zs who is only crime was trespassing .,1
1476,i have been stuck in one place in this arby s drive through for 20 minutes . there is no way out . ama .,1,no still same issue,4,whyy is your wifi so slow,1,as we plan to occupynigeriaseasonii . let us remember those who helped sent buhari to aso rock oby ezekwesili sowore obasanjo pst tunde bakare rev . fr . mbaka atiku abubakar prof . utomi surely our kids will read the roles we played in the salvation or annihilation of humanity .,0
1477,paid for expedited shipping guaranteed to be delivered today now my package is not expected to be delivered until tomorrow .,1,funny movies are also the best bc takes your mind off things and laugh,2,he could be an online language tutor ! tutor people from home occasionally have a study group at the lib o,1,kinneys kids . . i get your math joke . . thanks for my friday hot chocolate ! ! lmspats,0
1478,damn it just brought dthru bag a food home 2 eat and no 3pax of arby s sauce as i asked for at store 7190 and w o sauce blah !,1,the sudbury train will be ten minutes late but will arrive a few minutes after the 8 . 24 . by that logic you hold it .,0,bitcoin bitcoin bitcoin ! you have heard about it you may even have some ! here s how you can 6 7x your beloved . .,2,i just realized we in germany treat foreigners exactly the same as in japan . i thought i could do similar content like you do but it would be just a 1 1 repeat of yours not in japanese but in german . feelsbadman,0
1479,i am absolutely infuriated with your refund process . your website has now not allowed me to submit my request twice after i have,1,,3,6 coupon for getting just cheese and they want to add 2 . 99 for nothing . so annoying ! ! ripoff,2,tonali looked good yesterday then i slept off,0
1480,dear sir they tried to contact me once bt i was busy then i call bk n no response . they hiding the truth .,1,on what grounds ?,3,dear naming multiple models of front loading wagers duet makes it impossible to find the right manual and help online .,2,bitch where ?,0
1481,awesome you were there for that ! !,0,my package was supposed to be here between 1pm and 5pm and i still have yet to receive it . . where is it and where are you ?,0,just want to thank for ignoring me for three days xx,1,santa claus was created by the advertising companies to get your children to spy on you and promote consumerism be smart do not let him effect your parking rights as well,0
1482,you re going to love what you re eating with this crispy po boy with slaw ! promotion perduecrew .,0,i have completed the daily quest in paradise island 2 ! gameinsight paradiseisland2,2,hello aol i found i could not open my aol mail since last night . is aol website getting down ? please help thanks,2,holy shit i started playing the lavender town song and my computer started freezing up what the hell,0
